item_id,范畴,次范畴,学习能力,项目,目标,备注（观察？）,评估辅助物品,评估方法,成功标准,最小月龄,最大月龄
0-1-1-1-1,大肌肉,大肌肉移动性活动,进阶移动能力,双脚跳,原地跳;双脚离地面5厘米,暂无,暂无,先示范，再示意儿童模仿，并说：「双脚原地跳」,双脚同时跳起，并离地5厘米，落地后站稳,24,36
0-1-1-1-2,大肌肉,大肌肉移动性活动,进阶移动能力,双脚跳,原地连续跳 10 次,暂无,暂无,暂无,暂无,36,48
0-1-1-2-0,大肌肉,大肌肉移动性活动,进阶移动能力,双脚跳,跳上5 厘米高的台阶,暂无,5厘米高、61厘米宽丶30厘米深的台阶,先示范，再示意儿童模仿，并说：「双脚从地上跳到台阶上。」,正面向台阶，双脚同时起跳、落地，并保持平衡,36,48
0-1-1-2-1,大肌肉,大肌肉移动性活动,进阶移动能力,双脚跳,自己能保持在弹床中央位置跳10 次,暂无,暂无,暂无,暂无,48,60
0-1-1-2-2,大肌肉,大肌肉移动性活动,进阶移动能力,双脚跳,双脚跳起离地时;双手同时拍1下,暂无,暂无,暂无,暂无,48,60
0-1-1-2-3,大肌肉,大肌肉移动性活动,进阶移动能力,双脚跳,跳过与膝盖一样高的横栏,暂无,高度到儿童膝,先示范·再示意儿童模仿，并说：「双脚跳过这个栏杆。」,双脚同时跳起，并跳过高度到儿童膝盖的横栏，落也后保持平衡,48,60
0-1-1-2-4,大肌肉,大肌肉移动性活动,进阶移动能力,双脚跳,向前跳过地上的横线,暂无,暂无,暂无,暂无,24,36
0-1-1-2-5,大肌肉,大肌肉移动性活动,进阶移动能力,双脚跳,向前跳 10 厘米,暂无,暂无,先示范·再示意儿童模仿，并说：「站在这条线的后面，双脚向前跳。」,双脚同时跳起，并向前跳10厘米远，落地后站稳,24,36
0-1-1-2-6,大肌肉,大肌肉移动性活动,进阶移动能力,双脚跳,向前跳30至60厘米,暂无,暂无,暂无,暂无,36,48
0-1-1-3-0,大肌肉,大肌肉移动性活动,进阶移动能力,双脚跳,向前跳 60 厘米至 90 厘米,暂无,暂无,暂无,暂无,48,60
0-1-1-3-1,大肌肉,大肌肉移动性活动,进阶移动能力,双脚跳,向后跳过地上的横线,暂无,暂无,暂无,暂无,36,48
0-1-1-3-2,大肌肉,大肌肉移动性活动,进阶移动能力,双脚跳,连续向后跳 10次,暂无,暂无,先示范，再示意儿童模仿，并说：「背向目标，连续双脚向后跳10次。」,双脚向后连续同时起跳10次，双脚必须离地,60,72
0-1-1-3-3,大肌肉,大肌肉移动性活动,进阶移动能力,双脚跳,站在5至10厘米高的箱子上，双手扶着大人跳下来,暂无,暂无,暂无,暂无,12,24
0-1-1-3-4,大肌肉,大肌肉移动性活动,进阶移动能力,双脚跳,站在楼梯或者箱子上（10至15厘米高）跳下来,暂无,10厘米高的平台，最少61厘米宽、20厘米深，地垫,先示范，再示意儿童模仿，协助儿童站在台阶或木箱上，并说：「双脚一起跳下来。」,不用辅助，双脚起跳，落地后站稳，双手不用扶地,24,36
0-1-1-4-0,大肌肉,大肌肉移动性活动,进阶移动能力,双脚跳,站在楼梯或者箱子上(45至60厘米高)跳下来，双脚同时着地，并且站稳,暂无,暂无,暂无,暂无,24,36
0-1-1-4-1,大肌肉,大肌肉移动性活动,进阶移动能力,双脚跳,站在楼梯或者箱子上(60至75厘米高)跳下来，双脚同时着地，并且站稳,暂无,暂无,暂无,暂无,36,48
0-1-1-4-2,大肌肉,大肌肉移动性活动,进阶移动能力,双脚跳,向左或者向右，横着跳过地上一条 60厘米长的直线1次,暂无,暂无,暂无,暂无,48,60
0-1-1-4-3,大肌肉,大肌肉移动性活动,进阶移动能力,双脚跳,连续横着跳 10 次,暂无,暂无,暂无,暂无,48,60
0-1-1-4-4,大肌肉,大肌肉移动性活动,进阶移动能力,双脚跳,横着跳过45厘米远的距离1次,暂无,暂无,暂无,暂无,48,60
0-1-1-4-5,大肌肉,大肌肉移动性活动,进阶移动能力,双脚跳,横着跳过地上的划线，连续左右轮流跳 3次,暂无,在地面贴上一条61厘米长的胶带条,儿童侧身站在线的一边，评估员先示范，再示意儿童模仿，并说：「双脚横着跳到线的另一边，然后跳回起点，连续跳3次。],双脚同时横着起跳，跳过地上的划线，左右轮流3次，中途不能停顿超过3秒，双脚必须离地，不能踩着线,48,60
0-1-1-4-6,大肌肉,大肌肉移动性活动,进阶移动能力,双脚跳,模仿青蛙跳或者兔子跳10次,暂无,暂无,暂无,暂无,48,60
0-1-1-4-7,大肌肉,大肌肉移动性活动,进阶移动能力,双脚跳,自己拿着绳子，把绳子从后面向前摇动，然后跳过脚前面的绳子1次,暂无,暂无,暂无,暂无,48,60
0-1-1-4-8,大肌肉,大肌肉移动性活动,进阶移动能力,双脚跳,连续跳过自己摇动的绳子 3次,暂无,暂无,暂无,暂无,60,72
0-1-1-4-9,大肌肉,大肌肉移动性活动,进阶移动能力,双脚跳,连续跳过慢慢摇动的绳子3次,暂无,暂无,暂无,暂无,60,72
0-1-1-4-10,大肌肉,大肌肉移动性活动,进阶移动能力,双脚跳,身体一侧跳高离地 7.5至10厘米,暂无,暂无,暂无,暂无,60,72
0-1-1-4-11,大肌肉,大肌肉移动性活动,进阶移动能力,一只脚跳,双手扶持下用一只脚在弹床上做弹跳动作,暂无,暂无,暂无,暂无,24,36
0-1-1-4-12,大肌肉,大肌肉移动性活动,进阶移动能力,一只脚跳,双手扶持下用一只脚在地上做弹跳动作,暂无,暂无,暂无,暂无,36,48
0-1-1-4-13,大肌肉,大肌肉移动性活动,进阶移动能力,一只脚跳,用一条腿一只脚跳1至4 次,暂无,暂无,暂无,暂无,36,48
0-1-1-4-14,大肌肉,大肌肉移动性活动,进阶移动能力,一只脚跳,"用一条腿一只脚跳 5 次,另一条腿跳 3次",暂无,暂无,暂无,暂无,48,60
0-1-1-5-0,大肌肉,大肌肉移动性活动,进阶移动能力,一只脚跳,用一条腿一只脚向前跳3次，接着用另一条腿一只脚向前跳3次,暂无,暂无,暂无,暂无,48,60
0-1-1-5-1,大肌肉,大肌肉移动性活动,进阶移动能力,一只脚跳,用一条腿单脚向前跳 15厘米远的距离,暂无,暂无,暂无,暂无,48,60
0-1-1-5-2,大肌肉,大肌肉移动性活动,进阶移动能力,一只脚跳,连续一只脚跳 8 次,暂无,暂无,先示范，再示意儿童模仿，并说：「抬起左脚，用右脚连续跳8次，然后抬起右脚，用左脚连续跳8次。」,一只脚必须连续跳8次，左右脚都要完成，起跳脚必须离地,60,72
0-1-1-6-0,大肌肉,大肌肉移动性活动,进阶移动能力,一只脚跳,用一条腿一只脚向前跳40厘米，另一条腿一只脚向前跳 30厘米,暂无,暂无,暂无,暂无,60,72
0-1-1-6-1,大肌肉,大肌肉移动性活动,进阶移动能力,一只脚跳,3 秒内一只脚向前跳 3米,暂无,暂无,暂无,暂无,60,72
0-1-1-6-2,大肌肉,大肌肉移动性活动,进阶移动能力,一只脚跳,用一条腿一只脚跳着自转1圈,暂无,暂无,暂无,暂无,48,60
0-1-1-6-3,大肌肉,大肌肉移动性活动,进阶移动能力,一只脚跳,用一条腿一只脚向左或向右跳5次,暂无,暂无,暂无,暂无,48,60
0-1-1-6-4,大肌肉,大肌肉移动性活动,进阶移动能力,一只脚跳,用一条腿一只脚向后跳5次,暂无,暂无,暂无,暂无,60,72
0-1-1-6-5,大肌肉,大肌肉移动性活动,进阶移动能力,一只脚跳,用一条腿沿着一个直径1.2米的圆圈一只脚跳,暂无,暂无,暂无,暂无,60,72
0-1-1-6-6,大肌肉,大肌肉移动性活动,进阶移动能力,一只脚跳,双脚跳2次，换一只脚跳2次,暂无,暂无,暂无,暂无,60,72
0-1-1-6-7,大肌肉,大肌肉移动性活动,进阶移动能力,一只脚跳,一只脚跳2次;换双脚跳2次,暂无,暂无,暂无,暂无,60,72
0-1-1-6-8,大肌肉,大肌肉移动性活动,进阶移动能力,马跃步,马跃步1步,暂无,暂无,暂无,暂无,36,48
0-1-1-6-9,大肌肉,大肌肉移动性活动,进阶移动能力,马跃步,连续马跃步10步,暂无,在地面贴上2条相距3.05米远的61厘米长胶带条,先示范，再示意儿童模仿，并说：「像我这样模仿马跳。」,连续马跃步，左右腿各10步,48,60
0-1-1-6-10,大肌肉,大肌肉移动性活动,进阶移动能力,马跃步,轮流用两侧马跃步,暂无,暂无,暂无,暂无,60,72
0-1-1-6-11,大肌肉,大肌肉移动性活动,进阶移动能力,踏跳,踏跳1次,暂无,暂无,暂无,暂无,36,48
0-1-1-6-12,大肌肉,大肌肉移动性活动,进阶移动能力,踏跳,用一条腿踏跳10 次,暂无,暂无,暂无,暂无,48,60
0-1-1-6-13,大肌肉,大肌肉移动性活动,进阶移动能力,踏跳,双腿轮流踏跳 3.05 米,暂无,在地面贴上2条相距3.05米远的61厘米长胶带条,先示范，再示意儿童模仿，并说：「像我这样踏跳，从这边跳到那边。」,双腿左右轮流踏跳3.05米远,60,72
0-1-1-6-14,大肌肉,大肌肉移动性活动,进阶移动能力,跨跳,向前跨跳1步,暂无,2块30厘米x30厘米的塑料垫,先示范，再示意儿童模仿，并说：「跨过这2块塑料垫。」,跨过2块前后并排的塑料垫，左右脚都要完成,48,60
0-1-1-6-15,大肌肉,大肌肉移动性活动,进阶移动能力,跨跳,左右轮流跨跳,暂无,暂无,暂无,暂无,48,60
0-1-1-6-16,大肌肉,大肌肉移动性活动,进阶移动能力,侧滑步,3秒内横着走 3米,暂无,暂无,暂无,暂无,48,60
0-1-1-6-17,大肌肉,大肌肉移动性活动,进阶移动能力,侧滑步,连续侧滑步3.05 米,暂无,在地面贴上2条相距3.05米远的61厘米长胶带条,评估员站在一条横线旁边，先示范，再示意儿童模仿；并说：「像我这样滑步，从这条线滑步到那条线。」,连续侧滑步3.05米远，左右两边方向都要完成，不能停顿超过3秒，双脚滑行时应该有离地的动作，如图中所示,48,60
0-1-1-6-18,大肌肉,大肌肉移动性活动,进阶移动能力,跑,开始向前快步走,暂无,暂无,暂无,暂无,24,36
0-1-1-6-19,大肌肉,大肌肉移动性活动,进阶移动能力,跑,急步退后时能有效地停下来,暂无,暂无,暂无,暂无,36,48
0-1-1-7-0,大肌肉,大肌肉移动性活动,进阶移动能力,跑,开始向前跑,暂无,暂无,暂无,暂无,36,48
0-1-1-7-1,大肌肉,大肌肉移动性活动,进阶移动能力,跑,跑时能避开障碍物,暂无,暂无,暂无,暂无,48,60
0-1-2-0-0,大肌肉,大肌肉移动性活动,进阶移动能力,跑,5秒内在3.05米远的距离里来回跑,暂无,在地面贴上2条相距3.05米远的61厘米长胶带条，1个小塑料杯，定时器,先示范，再示意儿童模仿，并说：「在起点线后30厘米的位置准备，当听到「开始」时，用最快速度向对面跑，拿起杯子，然后跑回来。,在5秒内从起点后30厘米的位置跑3.05米远，到终点拿起塑料杯跑回起点,48,60
0-1-2-0-1,大肌肉,大肌肉操作性活动技能,操作性活动技能,推,站立时推著椅子向前,暂无,暂无,暂无,暂无,10,12
0-1-2-0-2,大肌肉,大肌肉操作性活动技能,操作性活动技能,推,推开一扇虚掩的门,暂无,暂无,暂无,暂无,12,24
0-1-2-0-3,大肌肉,大肌肉操作性活动技能,操作性活动技能,推,坐着推动塑料球,暂无,暂无,暂无,暂无,12,24
0-1-2-0-4,大肌肉,大肌肉操作性活动技能,操作性活动技能,推,站立时把治疗球推到1.22米远的大人处,暂无,直径45厘米的治疗球,评估员站在儿童对面1.22米远的位置，把球推向儿童，并说：「请你用手把大球推回来。」,用手把球推到1.22米远的评估员处，一只手推或双手推都可以,24,36
0-1-2-0-5,大肌肉,大肌肉操作性活动技能,操作性活动技能,推,站立时把塑料球推到1.52米远的大人处,暂无,直径20厘米的轻塑料球,评估员站在儿童正前方1.52米远的位置，把球推向儿童，并说：「请你用手把球推回来。」,用手把球推回1.52米远的评估员处，一只手推或双手推都可以，儿童可以弯腰或者蹲下推球,24,36
0-1-2-0-6,大肌肉,大肌肉操作性活动技能,操作性活动技能,推,推着大型玩具推车走上斜坡,暂无,暂无,暂无,暂无,24,36
0-1-2-0-7,大肌肉,大肌肉操作性活动技能,操作性活动技能,推,推着治疗机转弯绕过障碍物,暂无,暂无,暂无,暂无,24,36
0-1-2-0-8,大肌肉,大肌肉操作性活动技能,操作性活动技能,推,一只手把网球推到1.83 米远、41厘米宽的目标处,暂无,圆锥桶2个,评估员示范把网球滚向1.83米远、相距41厘米的圆锥桶之间，并说：「请你把球滚过去，在2个圆锥桶之间穿过，但是别把圆锥桶碰倒。」,只丰把推到1.83米目标处而且没有把圆锥桶碰倒,36,48
0-1-2-0-9,大肌肉,大肌肉操作性活动技能,操作性活动技能,推,站稳把塑料球推向不同的方向,暂无,暂无,暂无,暂无,36,48
0-1-2-0-10,大肌肉,大肌肉操作性活动技能,操作性活动技能,推,推着直径65厘米的治疗球转弯绕过障碍物,暂无,暂无,暂无,暂无,48,60
0-1-2-0-11,大肌肉,大肌肉操作性活动技能,操作性活动技能,推,10 秒内和大人在桌子上互推塑料球10次,暂无,0.61至0.76米/61至76厘米×1.07至1.22米的桌子直径20厘米的塑料球,评估员与儿童面对面站在桌子较窄的两边，评估员把球推向儿童；并说，「请你快点儿把球推过来，小心别推到桌子边。」,10秒里跟评估员在桌子上互推球10次，一只手推或双手推都可以，但是球不能掉到桌子外边,48,60
0-1-2-0-12,大肌肉,大肌肉操作性活动技能,操作性活动技能,推,站稳双手用力把大圆柱筒向前推4.5米,暂无,暂无,暂无,暂无,48,60
0-1-2-0-13,大肌肉,大肌肉操作性活动技能,操作性活动技能,推,推动超级市场购物车在店内走动,暂无,暂无,暂无,暂无,60,72
0-1-2-0-14,大肌肉,大肌肉操作性活动技能,操作性活动技能,推,用网球滚中10个定点目标,暂无,暂无,暂无,暂无,60,72
0-1-2-1-0,大肌肉,大肌肉操作性活动技能,操作性活动技能,拿,双手拿着小型物品在室内走,暂无,暂无,暂无,暂无,12,24
0-1-2-1-1,大肌肉,大肌肉操作性活动技能,操作性活动技能,拿,一只手拿着重物走3米,暂无,暂无,暂无,暂无,12,24
0-1-2-1-2,大肌肉,大肌肉操作性活动技能,操作性活动技能,拿,一只手拿着倒进一半水的儿童水杯，走3.05米,暂无,倒进一半水的无把手儿童塑料水杯,把倒进一半水的儿童水杯放在桌子上；示意儿童把它拿到3.05米远的桌子上，并说：「请你用一只手拿着这个杯到那张桌子上，但是别把水撒了。」,一只手拿着倒进一半水的儿童水杯，走3.05米远，而且不能把水撒了,24,36
0-1-2-1-3,大肌肉,大肌肉操作性活动技能,操作性活动技能,拿,双手拿着放着物品的托盘走3.05米,暂无,无把手儿童塑料水杯、托盘、高度到儿童腰部的桌子,把一个托盘放在桌子上，盘中放着一个儿童水杯，示意儿童端着放着水杯的托盘，走到3.05米远的另一张桌子旁，说：「请你把托盘端到那边的桌子上。」,双手端托盘走3.05米到另一张桌子，途中杯子不能挨着托盘边，或者掉在地上,36,48
0-1-2-1-4,大肌肉,大肌肉操作性活动技能,操作性活动技能,拿,双手拿着物品跑 3 米,暂无,暂无,暂无,暂无,36,48
0-1-2-1-5,大肌肉,大肌肉操作性活动技能,操作性活动技能,拿,双手拿着大型物品一步一级地上下楼梯,暂无,暂无,暂无,暂无,36,48
0-1-2-1-6,大肌肉,大肌肉操作性活动技能,操作性活动技能,拿,跟儿童合作拿着大型物品一起向前走3米,暂无,暂无,暂无,暂无,36,48
0-1-2-1-7,大肌肉,大肌肉操作性活动技能,操作性活动技能,拿,双手拿着重物走3米,暂无,暂无,暂无,暂无,48,60
0-1-2-1-8,大肌肉,大肌肉操作性活动技能,操作性活动技能,拿,双手拿着两只放着乒乓球的勺子连续跨过3个10厘米高的横栏,暂无,暂无,暂无,暂无,60,72
0-1-2-2-0,大肌肉,大肌肉操作性活动技能,操作性活动技能,拉,拉开抽屉,暂无,暂无,暂无,暂无,12,24
0-1-2-2-1,大肌肉,大肌肉操作性活动技能,操作性活动技能,拉,拉着儿童椅子向后走,暂无,暂无,暂无,暂无,12,24
0-1-2-2-2,大肌肉,大肌肉操作性活动技能,操作性活动技能,拉,拉动绳子绑着的重物走3米,暂无,暂无,暂无,暂无,24,36
0-1-2-2-3,大肌肉,大肌肉操作性活动技能,操作性活动技能,拉,拉动儿童车,暂无,暂无,暂无,暂无,36,48
0-1-2-2-4,大肌肉,大肌肉操作性活动技能,操作性活动技能,拉,双手轮流把一条3米长的绳子拉回身边,暂无,暂无,暂无,暂无,48,60
0-1-2-2-5,大肌肉,大肌肉操作性活动技能,操作性活动技能,拉,拉动绑着91厘米长绳子的滑板绕过障碍物3次,暂无,暂无,暂无,暂无,60,72
